# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLC1	oneuLC2	oneuLC3	oneuLC4	oneuLC5	oneuLC6	oneuLcontroL1	oneuLcontroL2	oneuLFT1	oneuLFT2	oneuLFT3	oneuLFT4	oneuLFT5	oneuLFT6	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLP1	oneuLP2	oneuLP3	oneuLP4	oneuLP5	oneuLP6	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Acidobacteria;c__RB25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	12.0	3.0	8.0	63.0	13.0	19.0	21.0	2.0	41.0	27.0	0.0	36.0	95.0	8.0	70.0	72.0	14.0	40.0	0.0	9.0	26.0	86.0	30.0	22.0	2.0	17.0	3.0	3.0	28.0	0.0	3.0	15.0	0.0	62.0	40.0	41.0	11.0	35.0	3.0	61.0	29.0	83.0	133.0	43.0	31.0	0.0	13.0	21.0	7.0	27.0	19.0	22.0	0.0	19.0	19.0	34.0	78.0	21.0	0.0	25.0	24.0	47.0	0.0	0.0	33.0	15.0	5.0	25.0	19.0	46.0	49.0	47.0
k__Bacteria;p__Acidobacteria;c__Sva0725	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	5.0	16.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	4.0	0.0	14.0	8.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	11.0	0.0	2.0	0.0	7.0	12.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.0	35.0	12.0	151.0	19.0	42.0	30.0	10.0	32.0	43.0	0.0	260.0	116.0	5.0	48.0	17.0	8.0	39.0	18.0	62.0	18.0	222.0	50.0	12.0	0.0	81.0	25.0	27.0	14.0	0.0	10.0	8.0	20.0	144.0	134.0	53.0	83.0	7.0	3.0	9.0	9.0	7.0	24.0	45.0	18.0	2.0	118.0	45.0	52.0	93.0	79.0	12.0	0.0	51.0	92.0	53.0	79.0	58.0	0.0	69.0	35.0	65.0	0.0	0.0	77.0	38.0	58.0	32.0	130.0	150.0	21.0	39.0
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	4.0	6.0	3.0	93.0	16.0	24.0	11.0	0.0	28.0	182.0	0.0	13.0	29.0	2.0	13.0	26.0	3.0	5.0	22.0	7.0	16.0	31.0	23.0	6.0	2.0	8.0	7.0	50.0	3.0	0.0	0.0	13.0	4.0	36.0	46.0	43.0	29.0	5.0	7.0	12.0	2.0	2.0	52.0	11.0	22.0	0.0	8.0	7.0	6.0	10.0	0.0	19.0	3.0	10.0	0.0	4.0	4.0	0.0	0.0	20.0	8.0	13.0	0.0	0.0	6.0	3.0	0.0	0.0	141.0	132.0	12.0	26.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	1089.0	1808.0	7754.0	4476.0	7032.0	5038.0	8428.0	8391.0	7361.0	5351.0	45.0	5210.0	8177.0	3130.0	4069.0	6108.0	3219.0	4706.0	1732.0	4632.0	7820.0	5769.0	9337.0	6261.0	6366.0	8956.0	3504.0	4228.0	10286.0	0.0	8495.0	5024.0	1362.0	5386.0	5410.0	7639.0	4969.0	4637.0	6198.0	5911.0	9758.0	8669.0	5413.0	7331.0	7100.0	176.0	9836.0	7458.0	7153.0	7360.0	6627.0	1242.0	195.0	8828.0	8634.0	7960.0	9951.0	6949.0	4.0	6066.0	6928.0	6968.0	0.0	3.0	6641.0	5847.0	7561.0	4856.0	7343.0	6844.0	6151.0	9781.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	6.0	0.0	12.0	0.0	0.0	2.0	11.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	5.0	10.0	5.0	11.0	0.0	0.0	31.0	5.0	22.0	0.0	0.0	5.0	14.0	54.0	26.0	20.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	6.0	10.0	17.0	0.0	4.0	2.0	7.0	0.0	2.0	5.0	2.0	0.0	0.0	17.0	6.0	2.0	0.0	13.0	8.0	3.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108	7.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	19.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	16.0	0.0	4.0
k__Bacteria;p__Actinobacteria;c__OPB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	6.0	2.0	4.0	7.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	70.0	19.0	0.0	0.0	4.0	9.0	2.0	12.0	7.0	0.0	24.0	13.0	8.0	0.0	3.0	0.0	2.0	5.0	0.0	0.0	0.0	2.0	44.0	16.0	0.0	6.0	7.0	0.0	7.0	2.0	0.0	12.0	14.0	5.0	2.0	39.0	27.0	43.0	59.0	50.0	0.0	0.0	41.0	10.0	57.0	34.0	37.0	0.0	12.0	11.0	14.0	0.0	0.0	48.0	34.0	46.0	26.0	100.0	49.0	0.0	15.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	25.0	57.0	51.0	211.0	78.0	67.0	90.0	27.0	110.0	360.0	0.0	82.0	169.0	15.0	68.0	74.0	15.0	70.0	63.0	172.0	54.0	209.0	119.0	26.0	14.0	117.0	25.0	117.0	29.0	0.0	36.0	59.0	103.0	212.0	165.0	277.0	202.0	24.0	26.0	98.0	40.0	61.0	123.0	139.0	383.0	5.0	123.0	101.0	140.0	179.0	143.0	60.0	0.0	104.0	109.0	128.0	123.0	102.0	0.0	252.0	113.0	158.0	0.0	0.0	141.0	81.0	93.0	140.0	698.0	775.0	92.0	239.0
k__Bacteria;p__Armatimonadetes;c__0319-6E2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	0.0	0.0	3.0	16.0	10.0	8.0	11.0	0.0	23.0	4.0	0.0	20.0	102.0	0.0	59.0	14.0	0.0	11.0	7.0	0.0	13.0	28.0	12.0	0.0	0.0	6.0	5.0	4.0	4.0	0.0	6.0	3.0	0.0	32.0	27.0	8.0	2.0	2.0	3.0	2.0	7.0	0.0	22.0	16.0	0.0	2.0	47.0	27.0	42.0	70.0	49.0	0.0	0.0	42.0	41.0	78.0	19.0	36.0	0.0	22.0	19.0	26.0	0.0	0.0	70.0	29.0	33.0	59.0	5.0	18.0	13.0	20.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	9.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	4.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	8.0	3.0	3.0	0.0	0.0	6.0	2.0	0.0	0.0	5.0	4.0	0.0	0.0	3.0	2.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	11.0	0.0	4.0	4.0	16.0	0.0	0.0	3.0	4.0	0.0	6.0	4.0	0.0	3.0	14.0
k__Bacteria;p__Armatimonadetes;c__SHA-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.0	2.0	2.0	5.0	3.0	3.0	2.0	0.0	2.0	0.0	0.0	19.0	7.0	2.0	19.0	48.0	0.0	13.0	21.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	3.0	16.0	10.0	8.0	3.0	0.0	0.0	3.0	9.0	0.0	0.0	6.0	0.0	0.0	19.0	16.0	21.0	20.0	18.0	0.0	0.0	11.0	5.0	20.0	11.0	11.0	0.0	15.0	4.0	2.0	0.0	0.0	33.0	9.0	19.0	5.0	10.0	11.0	4.0	10.0
k__Bacteria;p__BRC1;c__PRR-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	9.0	7.0	34.0	9.0	12.0	25.0	79.0	45.0	34.0	13.0	0.0	15.0	5.0	0.0	5.0	0.0	4587.0	0.0	3.0	30.0	28.0	6.0	90.0	4.0	2.0	263.0	405.0	758.0	10.0	0.0	10.0	23.0	3107.0	19.0	37.0	25.0	50.0	2.0	8.0	6.0	12.0	24.0	31.0	11.0	0.0	0.0	17.0	16.0	15.0	20.0	15.0	36.0	42.0	181.0	3.0	368.0	0.0	47.0	0.0	22.0	12.0	19.0	0.0	0.0	16.0	12.0	11.0	6.0	100.0	69.0	8.0	22.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia	125.0	231.0	906.0	826.0	1849.0	1759.0	700.0	85.0	1170.0	115.0	0.0	1541.0	648.0	272.0	1092.0	1112.0	806.0	1505.0	617.0	1048.0	1358.0	1212.0	2584.0	1310.0	3167.0	772.0	240.0	146.0	4173.0	0.0	4620.0	423.0	117.0	1635.0	1383.0	1922.0	660.0	1320.0	1553.0	1429.0	1852.0	2762.0	2131.0	1919.0	1644.0	12.0	760.0	697.0	816.0	1898.0	1265.0	233.0	40.0	775.0	270.0	1250.0	580.0	891.0	0.0	1768.0	2005.0	2456.0	0.0	4.0	1493.0	617.0	999.0	271.0	817.0	789.0	2711.0	2214.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	16.0	54.0	97.0	164.0	167.0	128.0	103.0	75.0	84.0	27.0	0.0	83.0	43.0	27.0	22.0	18.0	114.0	1206.0	418.0	101.0	133.0	136.0	106.0	90.0	210.0	93.0	304.0	71.0	225.0	0.0	141.0	91.0	4.0	47.0	614.0	122.0	126.0	104.0	107.0	79.0	116.0	117.0	195.0	97.0	54.0	0.0	7.0	3.0	4.0	33.0	2.0	203.0	259.0	3.0	0.0	14.0	4.0	37.0	0.0	99.0	146.0	117.0	0.0	0.0	5.0	2.0	0.0	0.0	157.0	114.0	99.0	110.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	58.0	188.0	451.0	274.0	708.0	520.0	211.0	66.0	401.0	64.0	0.0	92.0	75.0	80.0	355.0	290.0	306.0	437.0	113.0	253.0	604.0	129.0	511.0	440.0	1294.0	128.0	119.0	198.0	1723.0	0.0	801.0	118.0	34.0	138.0	576.0	703.0	311.0	538.0	396.0	356.0	935.0	1001.0	658.0	533.0	451.0	0.0	16.0	63.0	24.0	86.0	38.0	934.0	46.0	76.0	2.0	71.0	58.0	74.0	0.0	244.0	743.0	741.0	0.0	0.0	97.0	52.0	37.0	0.0	238.0	164.0	957.0	419.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	6.0	4.0	0.0	0.0	0.0	6.0	9.0	0.0	8.0	0.0	0.0	22.0	25.0	2.0	2.0	0.0	2.0	0.0	0.0	8.0	3.0	12.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	28.0	13.0	5.0	4.0	0.0	0.0	9.0	4.0	0.0	0.0	6.0	6.0	0.0	18.0	3.0	14.0	15.0	17.0	0.0	0.0	14.0	6.0	20.0	12.0	13.0	0.0	14.0	7.0	7.0	0.0	0.0	12.0	8.0	6.0	5.0	14.0	11.0	6.0	7.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	23.0	59.0	45.0	304.0	108.0	116.0	74.0	16.0	127.0	120.0	0.0	131.0	121.0	12.0	177.0	179.0	41.0	145.0	38.0	40.0	124.0	158.0	128.0	90.0	34.0	59.0	20.0	32.0	82.0	0.0	29.0	69.0	14.0	156.0	116.0	163.0	149.0	163.0	34.0	69.0	78.0	127.0	250.0	157.0	158.0	0.0	29.0	23.0	6.0	100.0	52.0	40.0	0.0	44.0	38.0	57.0	37.0	57.0	0.0	101.0	108.0	147.0	0.0	0.0	142.0	16.0	33.0	3.0	237.0	144.0	211.0	214.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia	0.0	8.0	0.0	0.0	0.0	4.0	0.0	2380.0	3.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__OPB56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	4.0	9.0	0.0	0.0	4.0	0.0	0.0	7.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	2.0	4.0	11.0	3.0	5.0	0.0	0.0	14.0	4.0	2.0	16.0	0.0	10.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	3.0	2.0	10.0	8.0	6.0	6.0	0.0	9.0	2.0	11.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	21.0	5.0	15.0
k__Bacteria;p__Chloroflexi;c__C0119	0.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	8.0	2.0	0.0	7.0	0.0	3.0	0.0	0.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	13.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	2.0	12.0
