# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLC1	oneuLC2	oneuLC3	oneuLC4	oneuLC5	oneuLC6	oneuLcontroL1	oneuLcontroL2	oneuLFT1	oneuLFT2	oneuLFT3	oneuLFT4	oneuLFT5	oneuLFT6	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLP1	oneuLP2	oneuLP3	oneuLP4	oneuLP5	oneuLP6	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424	0.0	0.0	0.0	10.0	0.0	5.0	2.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	2.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.0	9.0	24.0	60.0	33.0	32.0	57.0	0.0	206.0	0.0	0.0	62.0	74.0	2.0	709.0	410.0	96.0	172.0	32.0	57.0	61.0	87.0	64.0	29.0	18.0	32.0	17.0	14.0	38.0	0.0	27.0	38.0	9.0	95.0	134.0	246.0	95.0	7.0	29.0	42.0	52.0	73.0	94.0	70.0	43.0	0.0	11.0	20.0	5.0	23.0	11.0	7.0	0.0	4.0	0.0	34.0	19.0	7.0	0.0	39.0	173.0	269.0	0.0	0.0	18.0	12.0	5.0	4.0	58.0	60.0	200.0	107.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae	0.0	0.0	0.0	11.0	8.0	8.0	4.0	0.0	2.0	8.0	0.0	2.0	11.0	4.0	0.0	0.0	6.0	4.0	5.0	0.0	17.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0	18.0	0.0	27.0	0.0	0.0	3.0	3.0	7.0	0.0	8.0	4.0	21.0	19.0	87.0	160.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	38.0	14.0
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	12.0	3.0	4.0	43.0	5.0	11.0	7.0	0.0	30.0	8.0	0.0	36.0	12.0	6.0	12.0	10.0	14.0	20.0	0.0	9.0	6.0	40.0	6.0	6.0	2.0	13.0	0.0	3.0	10.0	0.0	3.0	15.0	0.0	44.0	20.0	18.0	11.0	21.0	0.0	33.0	7.0	34.0	54.0	20.0	2.0	0.0	13.0	14.0	7.0	25.0	14.0	22.0	0.0	19.0	19.0	22.0	60.0	21.0	0.0	21.0	8.0	9.0	0.0	0.0	33.0	15.0	5.0	20.0	14.0	32.0	27.0	34.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.0	0.0	4.0	17.0	8.0	8.0	14.0	2.0	11.0	16.0	0.0	0.0	83.0	2.0	58.0	58.0	0.0	20.0	0.0	0.0	20.0	46.0	24.0	16.0	0.0	4.0	3.0	0.0	18.0	0.0	0.0	0.0	0.0	18.0	20.0	23.0	0.0	14.0	3.0	28.0	22.0	44.0	79.0	23.0	29.0	0.0	0.0	4.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	12.0	13.0	0.0	0.0	4.0	16.0	38.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	14.0	22.0	10.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae]	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	5.0	16.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	4.0	0.0	14.0	8.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	11.0	0.0	2.0	0.0	7.0	12.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	0.0	2.0	0.0	22.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__	0.0	0.0	0.0	5.0	0.0	3.0	4.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	0.0	8.0	0.0	5.0	0.0	2.0	5.0	0.0	2.0	4.0	0.0	165.0	15.0	3.0	21.0	6.0	2.0	8.0	0.0	17.0	8.0	75.0	7.0	2.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0	29.0	43.0	7.0	8.0	0.0	0.0	0.0	4.0	4.0	11.0	12.0	4.0	0.0	5.0	5.0	6.0	22.0	16.0	2.0	0.0	9.0	0.0	15.0	10.0	10.0	0.0	17.0	3.0	18.0	0.0	0.0	27.0	9.0	8.0	0.0	10.0	12.0	2.0	10.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	0.0	25.0	12.0	119.0	16.0	37.0	21.0	10.0	30.0	14.0	0.0	95.0	99.0	2.0	27.0	9.0	6.0	31.0	18.0	45.0	10.0	137.0	43.0	10.0	0.0	69.0	20.0	27.0	14.0	0.0	10.0	8.0	14.0	110.0	81.0	43.0	59.0	7.0	3.0	9.0	5.0	3.0	13.0	33.0	14.0	2.0	113.0	40.0	46.0	71.0	63.0	10.0	0.0	42.0	92.0	38.0	67.0	48.0	0.0	52.0	32.0	45.0	0.0	0.0	50.0	29.0	50.0	32.0	115.0	135.0	19.0	29.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0	0.0	3.0	43.0	8.0	15.0	8.0	0.0	15.0	64.0	0.0	3.0	15.0	0.0	8.0	11.0	3.0	0.0	5.0	0.0	7.0	17.0	10.0	0.0	2.0	6.0	7.0	28.0	0.0	0.0	0.0	10.0	0.0	21.0	22.0	21.0	15.0	0.0	3.0	5.0	0.0	2.0	35.0	7.0	15.0	0.0	8.0	5.0	6.0	5.0	0.0	13.0	3.0	8.0	0.0	4.0	2.0	0.0	0.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	44.0	10.0	15.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111	4.0	6.0	0.0	41.0	6.0	9.0	3.0	0.0	11.0	52.0	0.0	7.0	11.0	2.0	5.0	15.0	0.0	5.0	17.0	7.0	6.0	14.0	7.0	6.0	0.0	0.0	0.0	22.0	3.0	0.0	0.0	3.0	4.0	15.0	21.0	20.0	14.0	5.0	4.0	0.0	2.0	0.0	6.0	4.0	7.0	0.0	0.0	2.0	0.0	5.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	6.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	49.0	35.0	0.0	11.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	40.0	2.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	66.0	126.0	243.0	407.0	277.0	222.0	430.0	632.0	404.0	1695.0	0.0	521.0	224.0	49.0	243.0	411.0	132.0	252.0	67.0	277.0	303.0	393.0	394.0	207.0	66.0	342.0	236.0	108.0	204.0	0.0	157.0	130.0	67.0	640.0	273.0	250.0	307.0	146.0	241.0	298.0	261.0	220.0	273.0	548.0	606.0	16.0	368.0	180.0	304.0	328.0	233.0	51.0	13.0	301.0	210.0	272.0	251.0	208.0	0.0	673.0	427.0	510.0	0.0	0.0	357.0	194.0	285.0	276.0	707.0	585.0	283.0	744.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	14.0	3.0	69.0	7.0	4.0	18.0	224.0	9.0	17.0	2.0	0.0	41.0	40.0	0.0	2.0	0.0	26.0	0.0	0.0	44.0	94.0	16.0	123.0	0.0	5.0	189.0	7.0	346.0	12.0	0.0	0.0	0.0	0.0	4.0	14.0	42.0	51.0	8.0	0.0	7.0	13.0	0.0	8.0	6.0	0.0	0.0	212.0	15.0	71.0	47.0	165.0	0.0	12.0	35.0	34.0	79.0	83.0	27.0	0.0	7.0	17.0	11.0	0.0	0.0	205.0	21.0	30.0	8.0	37.0	69.0	3.0	2.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinopolysporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinospicaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
