# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLC1	oneuLC2	oneuLC3	oneuLC4	oneuLC5	oneuLC6	oneuLcontroL1	oneuLcontroL2	oneuLFT1	oneuLFT2	oneuLFT3	oneuLFT4	oneuLFT5	oneuLFT6	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLP1	oneuLP2	oneuLP3	oneuLP4	oneuLP5	oneuLP6	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	1089.0	1799.0	7665.0	4436.0	6986.0	4980.0	8363.0	8379.0	7331.0	5317.0	45.0	5201.0	8158.0	3130.0	4069.0	6108.0	3146.0	4706.0	1720.0	4609.0	7787.0	5751.0	9244.0	6237.0	6361.0	8627.0	3435.0	4173.0	10281.0	0.0	8495.0	5005.0	1362.0	5373.0	5395.0	7630.0	4928.0	4630.0	6190.0	5911.0	9754.0	8667.0	5393.0	7331.0	7100.0	169.0	9720.0	7384.0	7082.0	7282.0	6514.0	1115.0	195.0	8632.0	8588.0	7825.0	9868.0	6905.0	4.0	6044.0	6916.0	6950.0	0.0	3.0	6568.0	5731.0	7510.0	4505.0	7312.0	6816.0	6138.0	9767.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	9.0	89.0	40.0	46.0	58.0	65.0	12.0	30.0	34.0	0.0	9.0	16.0	0.0	0.0	0.0	73.0	0.0	12.0	23.0	33.0	18.0	93.0	24.0	5.0	329.0	69.0	55.0	5.0	0.0	0.0	19.0	0.0	13.0	15.0	9.0	41.0	7.0	8.0	0.0	4.0	2.0	17.0	0.0	0.0	7.0	116.0	74.0	71.0	78.0	113.0	127.0	0.0	196.0	46.0	135.0	83.0	44.0	0.0	22.0	12.0	18.0	0.0	0.0	73.0	116.0	51.0	351.0	31.0	28.0	0.0	9.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	6.0	0.0	12.0	0.0	0.0	2.0	11.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	5.0	10.0	5.0	11.0	0.0	0.0	31.0	5.0	22.0	0.0	0.0	5.0	14.0	54.0	26.0	20.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	6.0	10.0	17.0	0.0	4.0	2.0	7.0	0.0	2.0	5.0	2.0	0.0	0.0	17.0	6.0	2.0	0.0	13.0	8.0	3.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	7.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	19.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	16.0	0.0	4.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	6.0	2.0	4.0	7.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	70.0	19.0	0.0	0.0	4.0	9.0	2.0	12.0	7.0	0.0	24.0	13.0	8.0	0.0	3.0	0.0	2.0	5.0	0.0	0.0	0.0	2.0	44.0	16.0	0.0	6.0	7.0	0.0	7.0	2.0	0.0	12.0	14.0	5.0	2.0	39.0	27.0	43.0	59.0	50.0	0.0	0.0	41.0	10.0	57.0	34.0	37.0	0.0	12.0	11.0	14.0	0.0	0.0	48.0	34.0	46.0	26.0	100.0	49.0	0.0	15.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	7.0	0.0	7.0	15.0	7.0	11.0	11.0	5.0	14.0	158.0	0.0	12.0	28.0	5.0	0.0	12.0	4.0	5.0	9.0	23.0	23.0	26.0	19.0	0.0	2.0	9.0	0.0	10.0	2.0	0.0	4.0	0.0	15.0	32.0	9.0	28.0	19.0	4.0	4.0	3.0	11.0	20.0	31.0	20.0	28.0	0.0	0.0	2.0	2.0	4.0	0.0	11.0	0.0	4.0	4.0	2.0	6.0	0.0	0.0	57.0	12.0	30.0	0.0	0.0	3.0	10.0	2.0	0.0	162.0	161.0	23.0	43.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	18.0	57.0	44.0	196.0	71.0	56.0	79.0	22.0	96.0	202.0	0.0	70.0	141.0	10.0	68.0	62.0	11.0	65.0	54.0	149.0	31.0	183.0	100.0	26.0	12.0	108.0	25.0	107.0	27.0	0.0	32.0	59.0	88.0	180.0	156.0	249.0	183.0	20.0	22.0	95.0	29.0	41.0	92.0	119.0	355.0	5.0	123.0	99.0	138.0	175.0	143.0	49.0	0.0	100.0	105.0	126.0	117.0	102.0	0.0	195.0	101.0	128.0	0.0	0.0	138.0	71.0	91.0	140.0	536.0	614.0	69.0	196.0
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	0.0	0.0	3.0	9.0	0.0	6.0	11.0	0.0	19.0	4.0	0.0	18.0	52.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	6.0	22.0	6.0	0.0	0.0	2.0	5.0	4.0	4.0	0.0	6.0	3.0	0.0	29.0	12.0	0.0	0.0	2.0	3.0	2.0	5.0	0.0	12.0	8.0	0.0	2.0	47.0	27.0	42.0	70.0	49.0	0.0	0.0	37.0	41.0	78.0	19.0	36.0	0.0	22.0	10.0	9.0	0.0	0.0	67.0	29.0	33.0	57.0	3.0	18.0	11.0	18.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68	0.0	0.0	0.0	7.0	10.0	2.0	0.0	0.0	4.0	0.0	0.0	2.0	50.0	0.0	44.0	14.0	0.0	11.0	7.0	0.0	7.0	6.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	15.0	8.0	2.0	0.0	0.0	0.0	2.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	17.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	9.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	4.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	8.0	3.0	3.0	0.0	0.0	6.0	2.0	0.0	0.0	5.0	4.0	0.0	0.0	3.0	2.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	11.0	0.0	4.0	4.0	16.0	0.0	0.0	3.0	4.0	0.0	6.0	4.0	0.0	3.0	14.0
k__Bacteria;p__Armatimonadetes;c__SHA-37;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales]	0.0	2.0	2.0	5.0	3.0	3.0	2.0	0.0	2.0	0.0	0.0	19.0	7.0	2.0	19.0	48.0	0.0	13.0	21.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	3.0	16.0	10.0	8.0	3.0	0.0	0.0	3.0	9.0	0.0	0.0	6.0	0.0	0.0	19.0	16.0	21.0	20.0	18.0	0.0	0.0	11.0	5.0	20.0	11.0	11.0	0.0	15.0	4.0	2.0	0.0	0.0	33.0	9.0	19.0	5.0	10.0	11.0	4.0	10.0
