Taxon	fiveuL1201	fiveuL1202	fiveuL120a1.2	fiveuL120a1	fiveuL120a2.2	fiveuL120a2	fiveuL120e1	fiveuL1251	fiveuL1252	fiveuL125a1.2	fiveuL125a1	fiveuL125c1	fiveuL131a1	fiveuL1401	fiveuL1402.2	fiveuL1402	fiveuL1403	fiveuL1404.2	fiveuL1404	fiveuL2181	fiveuL2191	fiveuL2192	fiveuL2201	fiveuL2202	fiveuL2421	fiveuL2422	fiveuL2431	fiveuL2451	fiveuL2461	fiveuL3031	fiveuL3041	fiveuL304a1	fiveuL304b1	fiveuL3081	fiveuL3082	fiveuL308a1	fiveuL3181	fiveuL3182	fiveuL3301.2	fiveuL3301	fiveuL330a1	fiveuL3441	fiveuL3461	fiveuL3462	fiveuLb401	fiveuLcontroL1	fiveuLcontroL2	fiveuLh2411	fiveuLH2412.2	fiveuLh2412	fiveuLs2101.2	fiveuLs2101	fiveuLs2301	fiveuLs2401	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Acidobacteria;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.00010142794242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115842357124	0.0	0.000112479153696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000381932356445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369488428727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144316848328	0.000392129231852	0.0	4.52806714333e-05	0.0	0.0	0.0	0.00011727522009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21350546177e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00204181838512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154839242458	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__;g__	0.0	0.00032250829547	0.0	0.000733092117582	0.000126784928025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.61040144427e-05	0.0	0.0	0.000148568857421	0.0	0.0	7.34964421597e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125899620233	0.0	0.0	5.79211785618e-05	0.0	0.00014059894212	0.0	4.31987716738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000460061788651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000275655953149	0.0	0.0	0.0	0.0	9.92212197335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000192422464437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144854742309	0.000103226161638	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000111426643065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54830891113e-05	0.0	0.0	0.0	0.0	0.0	9.35679185015e-05	0.000408943812134	0.0	0.0	0.0	0.0	0.0	0.00121232966616	0.0	0.0	0.000137827976574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.29263948833e-05	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	0.0	0.00064501659094	0.0	0.00464291674469	0.00111570736662	0.0	0.000341333689332	0.0	0.00152018193026	0.0	0.0	0.000105411905806	0.0	0.000489356895324	0.000768832115541	0.000797834434493	0.00066724837814	0.000891413144524	0.000391405991829	0.0	0.0011024466324	0.002823666157	0.00127730883813	0.0	0.000150079336583	0.0	0.0	0.00202848189343	0.0	0.0	0.0	0.0	0.000853096510131	0.0	0.0	0.0	0.00236061787936	0.0	0.0	0.000622652669539	0.000660563285058	0.00106855196011	0.00116557404892	0.00105836990601	0.0	0.0014239464068	9.2066286411e-05	0.0	0.000909033787041	0.0	0.00386706510901	0.0	0.0	0.0	0.0	0.000358001049994	0.000608191470259	0.00368049430921	0.00128275676857	0.000944248206746	0.000458741411211	0.000119375482769	0.000972135444507	0.0297977870578	0.00208708818358	0.000721529524792	0.0021363336369	0.0	0.000511164043585	0.00026586427235	0.0	0.000793769757868	0.0012597164312	0.00066890565518	0.000601539811715	0.00253601004273	0.000343031073613	0.000922383825963	9.36195664894e-05	0.00232699270913	0.000439375244049	0.00118794990836	0.000135631198534	0.0	0.000555289531114	0.000770213991121	0.0	0.000943858285421	0.00139506286717	0.00219592369837	0.0018147133647	0.00020376302145	0.000164477037818	0.00063582998875	0.000318007225389	0.00109456872084	0.00117275728268	0.000629841783744	0.000539744784833	0.000502163232978	0.0	0.00178260285719	0.00116802382883	0.00059688166281	0.00410421769874	0.00629679585994	0.00102219034372	0.000655725600326
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34964421597e-05	0.000156870342056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220324335407	0.0	0.0	0.0	5.08125603891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178659108698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014333692611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119376332562	0.0	0.000154839242458	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__	0.0	0.0	0.0	0.0	5.071397121e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38628746463e-05	0.0	0.000148568857421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000251799240466	0.0	0.0	7.24014732022e-05	5.08125603891e-05	0.0	7.77049365946e-05	0.0	0.0	0.0	0.0	0.0	5.68146116901e-05	0.0	0.00033419081189	0.0	0.0	0.0	0.0	0.0	0.0	0.000511179765168	0.0	0.000205271349293	0.000131068974632	0.0	0.0	0.002743693455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000795610377601	0.0	0.0	0.000158500627671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154042798224	0.0	0.000209746285649	0.0	0.0	0.000151226113725	0.0	0.0	0.0	0.0	0.0	0.0	0.000125968356749	0.0	0.0	0.0	0.0	0.0	0.000119376332562	0.000579418969234	0.000516130808192	9.29263948833e-05	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	0.00260977334474	0.00112877903415	0.00176598337593	0.00122182019597	0.00218070076203	0.0	0.00655360683517	0.0	0.0185250077082	0.0	0.0	0.00330290638193	0.0	0.000489356895324	0.0354303466579	0.0288628339537	0.00438477505635	0.0122569307372	0.00516655909215	0.0	0.00308685057071	0.00313740684112	0.00255461767627	0.0	0.00120063469266	0.0	0.0	0.000835257250237	0.0	0.0	0.0	0.0	0.000454984805403	0.0	0.0	0.0	0.00679857949257	0.0	0.0	0.00243268949959	0.00274387826101	0.00506156191633	0.00341901721016	0.00419028085236	0.0	0.000299778190905	0.0	0.0	0.00488605660534	0.0108085262644	0.00238707722778	0.0	0.0	0.0	0.0	0.000895002624986	0.00177779045153	0.00378273026224	0.00230011558502	0.00213482203264	0.00458741411211	0.0	0.0184705734456	0.0	0.0	0.00494763102714	0.00785619466473	0.000298052951354	0.0478222360776	0.0238391630874	0.00603334833843	0.0101205644128	0.0030498397808	0.00391787598034	0.00371860974514	0.00729102887286	0.00420213065176	0.00172946967368	0.00168515219681	0.0021275361912	0.00146458414683	0.000413199968125	0.00128849638607	0.0	0.00153772485539	0.00359433195856	0.0	0.00702650056925	0.0102946018474	0.0134892455757	0.00756130568627	0.000316964700033	0.0014473979328	0.00190748996625	0.00373658489832	0.00476919228368	0.00755776915504	0.00428292412946	0.003238468709	0.000639116841972	0.0	0.00267390428578	0.00988327855161	0.0144047441291	0.00222110604873	0.00443872495045	0.0145894439967	0.0043972187316
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000156405163853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter	0.0	0.000161254147735	0.0	0.0	0.0	0.0	0.000341333689332	0.0	0.00176765340727	0.0	0.0	0.000140549207742	0.0	0.000293614137194	0.0112121350183	0.00610108685201	0.00114385436253	0.00267423943357	0.000704530785293	0.0	0.0011024466324	0.00104580228037	0.000469215491559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000909969610807	0.0	0.0	0.0	0.00069244791128	0.0	0.0	0.000173763535685	0.000254062801945	0.000168718730544	0.000310819746378	0.000907174205149	0.0	0.0	0.0	0.0	0.000909033787041	0.00498855058356	0.000572898534668	0.0	0.0	0.0	0.0	0.000716002099989	0.000467839592507	0.000920123577303	0.000176931968079	0.000492651238302	0.00196603461948	0.0	0.00255185554183	0.0	0.0	0.000824605171191	0.000413483929723	0.0	0.0197650096853	0.00691247108111	0.00185641487336	0.00347274269067	0.0011934155664	0.00066890565518	0.000984337873715	0.00116233793625	0.000514546610419	0.000807085847718	0.0	0.00119673910755	0.0	0.0	0.000406893595602	0.0	0.0	0.000308085596448	0.00112609215858	0.000629238856948	0.000865901089966	0.00125481354193	0.0012098089098	0.0	0.0	0.0	0.0	0.0	0.0	0.00100774685399	0.000196270830848	0.0	0.0	0.000396133968264	0.00296498356548	0.00358128997686	0.00154511725129	0.000929035454746	0.000743411159066	0.000694297694463
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus	0.0	0.000806270738675	0.0	0.0	0.00126784928025	0.0	0.00116053454373	0.0	0.003888837496	0.0	0.0	0.0011946682658	0.0	0.000587228274389	0.0105714415887	0.0114512707068	0.00266899351256	0.00497705672359	0.00305296673627	0.0	0.00139643240103	0.000836641824297	0.000729890764647	0.0	0.000825436351204	0.0	0.0	0.000596612321598	0.0	0.0	0.0	0.0	0.000341238604052	0.0	0.0	0.0	0.0011330965821	0.0	0.0	0.000839857089145	0.000813000966225	0.000562395768481	0.000207213164252	0.00107996929184	0.0	0.0	0.0	0.0	0.00198851140915	0.00914567606985	0.000954830891113	0.0	0.0	0.0	0.0	0.0	0.0	0.00143130334247	0.000442329920196	0.0	0.000917482822423	0.0	0.00401005870859	0.0	0.0	0.000618453878393	0.00192959167204	0.0	0.0129494891042	0.00558314971935	0.00324872602839	0.00347274269067	0.0	0.00086002155666	0.00196867574743	0.000739669595797	0.000771819915629	0.000807085847718	0.0	0.00093079708365	0.000195277886244	0.00103299992031	0.000881602790472	0.0	0.000768862427697	0.0	0.000563046079289	0.00230720914214	0.00173180217993	0.00454869908949	0.000806539273202	0.0	0.000460535705889	0.0007629959865	0.000397509031736	0.000938201760723	0.000608096368796	0.000587852331494	0.000785083323393	0.0	0.0	0.000792267936528	0.00269543960499	0.00342212153344	0.00183482673591	0.000825809293107	0.00325242382091	0.00316291171922
