Taxon	fiveuL1201	fiveuL1202	fiveuL120a1.2	fiveuL120a1	fiveuL120a2.2	fiveuL120a2	fiveuL120e1	fiveuL1251	fiveuL1252	fiveuL125a1.2	fiveuL125a1	fiveuL125c1	fiveuL131a1	fiveuL1401	fiveuL1402.2	fiveuL1402	fiveuL1403	fiveuL1404.2	fiveuL1404	fiveuL2181	fiveuL2191	fiveuL2192	fiveuL2201	fiveuL2202	fiveuL2421	fiveuL2422	fiveuL2431	fiveuL2451	fiveuL2461	fiveuL3031	fiveuL3041	fiveuL304a1	fiveuL304b1	fiveuL3081	fiveuL3082	fiveuL308a1	fiveuL3181	fiveuL3182	fiveuL3301.2	fiveuL3301	fiveuL330a1	fiveuL3441	fiveuL3461	fiveuL3462	fiveuLb401	fiveuLcontroL1	fiveuLcontroL2	fiveuLh2411	fiveuLH2412.2	fiveuLh2412	fiveuLs2101.2	fiveuLs2101	fiveuLs2301	fiveuLs2401	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.0	0.00064501659094	0.0	0.00464291674469	0.00116642133783	0.0	0.000341333689332	0.0	0.00152018193026	0.0	0.0	0.000105411905806	0.0	0.000489356895324	0.000768832115541	0.000891697309139	0.00066724837814	0.00103998200194	0.000391405991829	0.0	0.00117594307456	0.00298053649906	0.00127730883813	0.0	0.000150079336583	0.0	0.0	0.00202848189343	0.0	0.0	0.0	0.0	0.000853096510131	0.0	0.0	0.0	0.00283274145524	0.0	0.0	0.000695054142741	0.000762188405836	0.00106855196011	0.00124327898551	0.00105836990601	0.0	0.0014239464068	9.2066286411e-05	0.0	0.000965848398731	0.0	0.0042012559209	0.0	0.0	0.0	0.0	0.000358001049994	0.000608191470259	0.00419167407438	0.00128275676857	0.00114951955604	0.000589810385843	0.000119375482769	0.000972135444507	0.0343280715998	0.00208708818358	0.000721529524792	0.0021363336369	0.0	0.000511164043585	0.00026586427235	0.0	0.000793769757868	0.0020553268088	0.00081224258129	0.000601539811715	0.0026945106704	0.000343031073613	0.000922383825963	9.36195664894e-05	0.00232699270913	0.000439375244049	0.00118794990836	0.000135631198534	0.0	0.000555289531114	0.000924256789345	0.0	0.00115360457107	0.00139506286717	0.00219592369837	0.00196593947843	0.00020376302145	0.000164477037818	0.00063582998875	0.000318007225389	0.00109456872084	0.00117275728268	0.000755810140493	0.000539744784833	0.000502163232978	0.0	0.00178260285719	0.00116802382883	0.000835634327934	0.00468363666798	0.00696776591059	0.0011151167386	0.000655725600326
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	0.00260977334474	0.00209630392056	0.00176598337593	0.00171054827436	0.0040571176968	0.0	0.00819200854396	0.0	0.0246764415655	0.0	0.0	0.00498949687483	0.0	0.0016638134441	0.0573420619508	0.047353820259	0.00857890771894	0.0204282178953	0.0102548369859	0.0	0.00683516912085	0.0053335916299	0.00422293942403	0.0	0.00240126938532	0.0	0.0	0.00143186957183	0.0	0.0	0.0	0.0	0.00170619302026	0.0	0.0	0.0	0.00925362208711	0.0	0.0	0.00573419667761	0.00508125603891	0.0113041549465	0.0096872154288	0.00643661697939	0.0	0.00247317007496	0.0	0.0	0.00789723102492	0.025774178015	0.00439222209912	0.0	0.0	0.0	0.0	0.00161100472497	0.00224563004403	0.00725875266539	0.00362710534561	0.00328434158868	0.00799520745254	0.0	0.0252755215572	0.00102090919256	0.0	0.00659684136953	0.0117153780088	0.000894158854062	0.0805367348671	0.0363347838879	0.0118346448177	0.0174629346731	0.0049062639952	0.00544680319218	0.00853092823886	0.00919303640491	0.00608880155663	0.00472721710806	0.00168515219681	0.0042550723824	0.00165986203307	0.00144619988844	0.00379767355896	0.0	0.00461317456618	0.00390241755501	0.00168913823787	0.0102775679968	0.0131809388139	0.0198417391317	0.00957765386927	0.000679210071499	0.00217109689919	0.00400572892912	0.00564462825066	0.0125093568096	0.0220652110963	0.00587852331494	0.00677134366427	0.00191735052591	0.0	0.00415940666677	0.0160827896431	0.0222835820782	0.00627703883337	0.0061935696983	0.0221164819822	0.00933444678112
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234843595098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159168443416	0.0	0.000309678484915	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29498101164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524611834083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319034122674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7638943122e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79211785618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319034122674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231432564821
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.0	0.00129003318188	0.00176598337593	0.0171054827436	0.00141999119388	0.0	0.00211626887386	0.0	0.00226259636131	0.0	0.0	0.01307107632	0.0	0.000978713790648	0.015056295596	0.00727437278509	0.0312653525757	0.00326851486325	0.00336609152973	0.0	0.00279286480207	0.0183015399065	0.00218967229394	0.0	0.0	0.0	0.0	0.00113356341104	0.0	0.0	0.0	0.00902071542865	0.00466359425538	0.0	0.0	0.0	0.00264389202489	0.0	0.0	0.00283813774953	0.00213412753634	0.00798601991243	0.00808131340584	0.00285111893047	0.0	0.00329756009995	0.0	0.0	0.00499968582872	0.00581997568082	0.0067792993269	0.0	0.0	0.0	0.00221371014233	0.000537001574992	0.000748543348012	0.00644086504112	0.00115005779251	0.00156006225462	0.00275244846727	0.000238750965539	0.0049821941531	0.00344556852488	0.0	0.00371072327036	0.0130936577746	0.00119221180542	0.00795144067799	0.00638074253641	0.00162436301419	0.00396884878934	0.0	0.00086002155666	0.00284364274629	0.0090873693198	0.0025727330521	0.0025365555214	0.000187239132979	0.00226050720315	0.000292916829366	0.000309899976093	0.00189883677948	0.0	0.000256287475899	0.00154042798224	0.0	0.00650213485513	0.00384844928874	0.00321545970119	0.00110899150065	0.00158482350017	0.000197372445381	0.00387856293137	0.00230555238407	0.006489228845	0.0115538310071	0.00361109289347	0.00304219787815	0.00200865293191	0.0	0.00247583730165	0.00215635168399	0.00374045842028	0.00183482673591	0.00474840343537	0.00455339334928	0.00339434428404
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.0	0.0	0.0	0.0	0.00010142794242	0.0	6.82667378663e-05	0.0	0.000318177613309	0.0	0.0	0.0	0.0	0.0	0.0	4.69314373231e-05	0.0	0.0	0.0	0.0	0.000146992884319	0.000104580228037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173763535685	5.08125603891e-05	8.43593652721e-05	0.000414426328505	8.63975433476e-05	0.0	0.000412195012494	0.0	0.0	8.52219175351e-05	0.0	0.000286449267334	0.0	0.0	0.0	0.0	0.0	0.0	0.00015335392955	0.0	0.0	0.0	0.0	0.000425309256972	0.0	0.0	0.0	0.000137827976574	0.0	0.0	0.0	0.0	0.000297663659201	0.0	0.0	0.0	0.000264167712785	0.000171515536806	0.0	9.36195664894e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000281523039644	0.0	0.0	0.0	0.0	0.0	0.0	0.000286123494937	0.000119252709521	0.000195458700151	0.000694967278624	0.0	9.81354154242e-05	0.00045651202998	0.0	0.0	0.0	0.000119376332562	0.00033799439872	0.00061935696983	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	0.0	0.0	0.0	0.00219927635275	7.60709568151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000192208028885	7.03971559847e-05	0.0	0.0	0.0	0.0	0.0	0.00156870342056	7.82025819265e-05	0.0	0.0	0.0	0.0	0.000357967392959	0.0	0.0	0.0	0.0	0.000170619302026	0.0	0.0	0.0	0.000566548291048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190966178223	0.0	0.0	0.0	0.0	0.000179000524997	0.0	0.00112459548337	0.000132698976059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000137827976574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052833542557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000481056161092	0.000117638769556	0.000604904454901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144854742309	0.000154839242458	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	0.0	0.0	0.0	0.000244364039194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128138685924	0.0	0.0	0.000259995500486	0.0	0.0	0.000146992884319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157374525291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011362922338	0.0	0.000143224633667	0.0	0.0	0.0	0.0	0.0	0.0	0.000255589882584	0.0	0.000123162809576	0.000262137949264	0.0	0.0	0.00159517061337	0.0	0.0	0.0	0.0	0.0	8.86214241167e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013297101195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000262182857062	0.0	0.0	0.0002016348183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9584221708e-05	9.65698282057e-05	0.0	0.0	0.0
