Taxon	fiveuL1201	fiveuL1202	fiveuL120a1.2	fiveuL120a1	fiveuL120a2.2	fiveuL120a2	fiveuL120e1	fiveuL1251	fiveuL1252	fiveuL125a1.2	fiveuL125a1	fiveuL125c1	fiveuL131a1	fiveuL1401	fiveuL1402.2	fiveuL1402	fiveuL1403	fiveuL1404.2	fiveuL1404	fiveuL2181	fiveuL2191	fiveuL2192	fiveuL2201	fiveuL2202	fiveuL2421	fiveuL2422	fiveuL2431	fiveuL2451	fiveuL2461	fiveuL3031	fiveuL3041	fiveuL304a1	fiveuL304b1	fiveuL3081	fiveuL3082	fiveuL308a1	fiveuL3181	fiveuL3182	fiveuL3301.2	fiveuL3301	fiveuL330a1	fiveuL3441	fiveuL3461	fiveuL3462	fiveuLb401	fiveuLcontroL1	fiveuLcontroL2	fiveuLh2411	fiveuLH2412.2	fiveuLh2412	fiveuLs2101.2	fiveuLs2101	fiveuLs2301	fiveuLs2401	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.00260977334474	0.00209630392056	0.00176598337593	0.00171054827436	0.0040571176968	0.0	0.00819200854396	0.0	0.0246764415655	0.0	0.0	0.00498949687483	0.0	0.0016638134441	0.0573420619508	0.047353820259	0.00857890771894	0.0204282178953	0.0102548369859	0.0	0.00683516912085	0.0053335916299	0.00422293942403	0.0	0.00240126938532	0.0	0.0	0.00143186957183	0.0	0.0	0.0	0.0	0.00170619302026	0.0	0.0	0.0	0.00925362208711	0.0	0.0	0.00573419667761	0.00508125603891	0.0113041549465	0.0096872154288	0.00643661697939	0.0	0.00247317007496	0.0	0.0	0.00789723102492	0.025774178015	0.00439222209912	0.0	0.0	0.0	0.0	0.00161100472497	0.00224563004403	0.00725875266539	0.00362710534561	0.00328434158868	0.00799520745254	0.0	0.0252755215572	0.00102090919256	0.0	0.00659684136953	0.0117153780088	0.000894158854062	0.0805367348671	0.0363347838879	0.0118346448177	0.0174629346731	0.0049062639952	0.00544680319218	0.00853092823886	0.00919303640491	0.00608880155663	0.00472721710806	0.00168515219681	0.0042550723824	0.00165986203307	0.00144619988844	0.00379767355896	0.0	0.00461317456618	0.00390241755501	0.00168913823787	0.0102775679968	0.0131809388139	0.0198417391317	0.00957765386927	0.000679210071499	0.00217109689919	0.00400572892912	0.00564462825066	0.0125093568096	0.0220652110963	0.00587852331494	0.00677134366427	0.00191735052591	0.0	0.00415940666677	0.0160827896431	0.0222835820782	0.00627703883337	0.0061935696983	0.0221164819822	0.00933444678112
k__Bacteria;p__Acidobacteria;c__DA052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234843595098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159168443416	0.0	0.000309678484915	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29498101164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524611834083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319034122674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7638943122e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79211785618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319034122674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.0	0.00129003318188	0.00176598337593	0.0171054827436	0.00141999119388	0.0	0.00211626887386	0.0	0.00226259636131	0.0	0.0	0.01307107632	0.0	0.000978713790648	0.015056295596	0.00727437278509	0.0312653525757	0.00326851486325	0.00336609152973	0.0	0.00279286480207	0.0183015399065	0.00218967229394	0.0	0.0	0.0	0.0	0.00113356341104	0.0	0.0	0.0	0.00902071542865	0.00466359425538	0.0	0.0	0.0	0.00264389202489	0.0	0.0	0.00283813774953	0.00213412753634	0.00798601991243	0.00808131340584	0.00285111893047	0.0	0.00329756009995	0.0	0.0	0.00499968582872	0.00581997568082	0.0067792993269	0.0	0.0	0.0	0.00221371014233	0.000537001574992	0.000748543348012	0.00644086504112	0.00115005779251	0.00156006225462	0.00275244846727	0.000238750965539	0.0049821941531	0.00344556852488	0.0	0.00371072327036	0.0130936577746	0.00119221180542	0.00795144067799	0.00638074253641	0.00162436301419	0.00396884878934	0.0	0.00086002155666	0.00284364274629	0.0090873693198	0.0025727330521	0.0025365555214	0.000187239132979	0.00226050720315	0.000292916829366	0.000309899976093	0.00189883677948	0.0	0.000256287475899	0.00154042798224	0.0	0.00650213485513	0.00384844928874	0.00321545970119	0.00110899150065	0.00158482350017	0.000197372445381	0.00387856293137	0.00230555238407	0.006489228845	0.0115538310071	0.00361109289347	0.00304219787815	0.00200865293191	0.0	0.00247583730165	0.00215635168399	0.00374045842028	0.00183482673591	0.00474840343537	0.00455339334928	0.00362577684886
k__Bacteria;p__Acidobacteria;c__Sva0725	0.0	0.0	0.0	0.0	0.00010142794242	0.0	6.82667378663e-05	0.0	0.000318177613309	0.0	0.0	0.0	0.0	0.0	0.0	4.69314373231e-05	0.0	0.0	0.0	0.0	0.000146992884319	0.000104580228037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173763535685	5.08125603891e-05	8.43593652721e-05	0.000414426328505	8.63975433476e-05	0.0	0.000412195012494	0.0	0.0	8.52219175351e-05	0.0	0.000286449267334	0.0	0.0	0.0	0.0	0.0	0.0	0.00015335392955	0.0	0.0	0.0	0.0	0.000425309256972	0.0	0.0	0.0	0.000137827976574	0.0	0.0	0.0	0.0	0.000297663659201	0.0	0.0	0.0	0.000264167712785	0.000171515536806	0.0	9.36195664894e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000281523039644	0.0	0.0	0.0	0.0	0.0	0.0	0.000286123494937	0.000119252709521	0.000195458700151	0.000694967278624	0.0	9.81354154242e-05	0.00045651202998	0.0	0.0	0.0	0.000119376332562	0.00033799439872	0.00061935696983	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.000559237145301	0.00338633710244	0.00309047090788	0.0246807679586	0.00124249229465	0.0	0.00208213550492	0.0	0.00176765340727	0.0	0.0	0.0220310883135	0.0	0.000685099653454	0.00621472626729	0.00225270899151	0.00562395061575	0.00285995050535	0.00140906157059	0.0	0.000992201969156	0.0272431494037	0.00255461767627	0.0	0.000337678507311	0.0	0.0	0.0039973025547	0.0	0.0	0.0	0.0	0.00426548255066	0.0	0.0	0.0	0.00513040952449	0.0	0.0	0.000521290607056	0.000914626087003	0.000421796826361	0.00116557404892	0.00237593244206	0.0	0.000824390024988	6.90497148082e-05	0.0	0.00639164381513	0.0108085262644	0.0138450479211	0.0	0.0	0.0	0.0	0.00313250918745	0.000561407511009	0.00771881445404	0.000840426848373	0.00172427933406	0.00196603461948	0.000596877413846	0.00194427088901	0.002743693455	0.0	0.0133998340318	0.00799402264131	0.000372566189193	0.00272620823245	0.000753282104992	0.000464103718341	0.0019348137848	0.0011934155664	0.00296229647294	0.000984337873715	0.0117290464476	0.00214394421008	0.000691787869472	0.0	0.00538532598398	0.00122048678902	0.00139454989242	0.00047470919487	0.0	0.000427145793165	0.000410780795264	0.0018768202643	0.00755086628337	0.00644615255864	0.00207828492882	0.00418392247973	0.000158482350017	9.86862226906e-05	0.000286123494937	0.000357758128563	0.000273642180211	0.00104245091794	0.00188952535123	0.000883218738817	0.000547814435976	0.0	0.00341665547628	0.00157233976957	0.00258648720551	0.00627703883337	0.00774196212288	0.000975727146274	0.00150431167134
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	0.0	0.0	0.00146618423516	7.60709568151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000234843595098	0.0	0.00011024466324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44247151746e-05	0.0	0.0	0.000115842357124	0.0	0.00014059894212	0.000181311518721	4.31987716738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189136513112	0.0	0.0	0.0	0.0	0.0	0.000701875069884	0.0	0.000154613469598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103299992031	0.0	0.0	0.0	0.0	0.0	0.0	9.62112322185e-05	0.0	0.000151226113725	0.0	0.0	0.0	0.0	0.0	0.000130306364742	0.0	0.00024533853856	0.000182604811992	0.0	0.0	0.0	0.0	0.000144854742309	0.00061935696983	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0011184742906	0.000927211349476	0.0	0.000366546058791	0.000684638611336	0.0	0.00126293465053	0.0	0.000565649090328	0.0	0.0	0.0	0.0	0.0	0.000384416057771	0.00107942305843	0.0	0.000259995500486	0.00246585774852	0.0	7.34964421597e-05	0.000679771482242	0.000860228401192	0.0	0.0	0.0	0.0	0.00187932881303	0.0	0.0	0.0	0.0	0.000170619302026	0.0	0.0	0.0	0.00166816996808	0.0	0.0	0.000622652669539	0.0	8.43593652721e-05	0.000207213164252	0.000712779732617	0.0	0.000637028655672	0.0	0.0	5.68146116901e-05	0.0	0.00238707722778	0.0	0.0	0.0	0.000368951690388	0.000537001574992	0.000140351877752	0.00475397181606	0.000707727872314	0.000985302476604	0.000720879360475	0.0	0.00170123702789	0.0116128420653	0.0	0.000669991701592	0.00199850566033	0.000149026475677	0.000738348062956	0.00115207851352	0.000174038894378	0.000248053049334	0.0014586190256	0.00033445282759	0.000874966998858	0.00163783981927	0.000986214336637	0.000345893934736	9.36195664894e-05	0.0005318840478	0.000341736300927	0.00258249980078	0.000101723398901	0.0	0.0	0.000667518792304	0.000375364052859	0.00188771657084	0.00221285834103	0.00168615569697	0.00146185243268	0.000113201678583	0.000230267852945	0.00038149799325	7.95018063473e-05	7.81834800602e-05	0.00225864365553	0.000461883974746	0.00107948956967	0.000867372856961	9.89877688827e-05	0.000990334920659	0.000359391947331	0.000517297441102	0.0068081728885	0.00681292666813	0.0005575583693	0.00100287444756
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.221644321921	0.161672064735	0.446764361054	0.35365178299	0.470983186326	0.0672852279554	0.516715490026	0.10109114249	0.524637174408	0.455235204856	0.279461454489	0.328236277273	0.0731537389689	0.332978005854	0.36405161711	0.316529861216	0.4568427229	0.378304595871	0.276031247618	0.632911392405	0.44792039192	0.406625356647	0.57478550149	0.0	0.460874882728	0.653333333333	0.641879562044	0.342574795061	0.0	0.0	0.485706355815	0.311214682288	0.226383377238	0.540437720986	0.535308301757	0.493759429434	0.213976896221	0.0	0.482897384306	0.287607129472	0.686395543884	0.578440919755	0.417247881091	0.469289136099	0.510948905109	0.0459834763332	0.00397342747769	0.436137071651	0.636095445572	0.420229958325	0.537442480911	0.357001190004	0.405405405405	0.471682977699	0.110424166336	0.147761950043	0.429175769117	0.212638854782	0.466672810138	0.304143715869	0.498671574333	0.330900879871	0.488803878473	0.265763931764	0.00204171670133	0.229894767946	0.352908534018	0.317215272352	0.27571809871	0.294496377459	0.267497780659	0.331508017252	0.15642805038	0.267082879686	0.48791076413	0.305835766681	0.499919193722	0.547123496168	0.511521708037	0.408322951129	0.126408257713	0.189493505382	0.608589620683	0.0	0.605960412738	0.185262138664	0.114195128981	0.28687523854	0.3310500219	0.438778232371	0.275589428783	0.166814748238	0.313019540211	0.266156313857	0.640334048923	0.574639457037	0.346933456883	0.409336974552	0.475618197624	0.0498906780497	0.00741308402522	0.320828900897	0.421177412943	0.370735138405	0.346328374894	0.334459645453	0.404130696254	0.465031595596
