Taxon	five.uL.219.1	one.uL.140.4.2	five.uL.125.2	five.uL.140.1	five.uL.346.1	five.uL.s210.1.2	one.uL.b40.1	five.uL.120a.1	five.uL.140.4	five.uL.330.1	five.uL.H241.2.2	one.uL.120a.2.2	one.uL.120a.1.2	one.uL.330.1	one.uL.120e.1	five.uL.140.2.2	five.uL.120a.2.2	one.uL.120a.2	five.uL.140.2	one.uL.330.1.2	one.uL.318.2	one.uL.346.2	one.uL.246.1	one.uL.330a.1	five.uL.330a.1	one.uL.346.1	one.uL.242.1	one.uL.P3	five.uL.C6	one.uL.FT4	one.uL.C2	five.uL.346.2	one.uL.FT3	five.uL.P3	five.uL.P4	one.uL.FT1	one.uL.C6	one.uL.218.1	one.uL.242.2	one.uL.P5	one.uL.220.1	five.uL.242.1	one.uL.P6	one.uL.C4	one.uL.FT5	one.uL.C3	one.uL.C1	one.uL.FT2	one.uL.308a.1	five.uL.220.1	one.uL.C5	one.uL.125.2	five.uL.245.1	five.uL.h241.2	one.uL.120a.1	five.uL.C2	one.uL.P4	one.uL.H241.2.2	one.uL.245.1	one.uL.s210.1	one.uL.125.1	five.uL.120e.1	one.uL.131a.1	five.uL.125c.1	one.uL.125a.1.2	one.uL.220.2	one.uL.243.1	five.uL.318.1	one.uL.s210.1.2	five.uL.140.4.2	five.uL.140.3	one.uL.219.2	one.uL.219.1	five.uL.control.1	five.uL.120.2	five.uL.344.1	five.uL.304b.1	one.uL.h241.2	one.uL.h241.1	five.uL.120.1	one.uL.308.2	one.uL.control.1	one.uL.s240.1	one.uL.318.1	one.uL.140.2.2	five.uL.control.2	one.uL.140.1	one.uL.344.1	one.uL.140.2	one.uL.140.3	one.uL.120.2	one.uL.304a.1	one.uL.s230.1	one.uL.304.1	one.uL.308.1	one.uL.control.2	one.uL.120.1	five.uL.219.2	five.uL.308.1	one.uL.125c.1	five.uL.P2	five.uL.120a.1.2	five.uL.125a.1	five.uL.220.2	one.uL.140.4	one.uL.304b.1	five.uL.308.2	five.uL.P1	five.uL.C3	five.uL.FT2	five.uL.C4	five.uL.242.2	five.uL.P5	five.uL.218.1	five.uL.s210.1	five.uL.303.1	five.uL.246.1	five.uL.304a.1	five.uL.C1	five.uL.FT5	one.uL.FT6	one.uL.P2	five.uL.318.2	five.uL.FT1	five.uL.h241.1	five.uL.s230.1	five.uL.FT4	five.uL.304.1	five.uL.C5	five.uL.125a.1.2	five.uL.FT6	one.uL.125a.1	one.uL.P1	five.uL.243.1	five.uL.FT3	five.uL.125.1	five.uL.131a.1	five.uL.330.1.2	five.uL.308a.1	five.uL.b40.1	five.uL.120a.2	five.uL.s240.1	five.uL.P6	one.uL.303.1
k__Bacteria;p__Armatimonadetes;c__OPB50	0.0	0.0	0.0	0.0	0.0	1.75648141643e-05	0.0	0.0	0.0	0.0	0.0	1.89408288507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33272916278e-05	0.0	0.0	0.0	0.0	0.0	2.55225747173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32994640316e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.57184656883e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99592830626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SHA-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89408288507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65989280632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	0.0	0.0	0.0	1.1655011655e-05	0.0	0.0	0.0	0.0	2.97588048864e-05	0.0	0.0	0.0	7.29314808737e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93541977149e-06	1.75460144228e-05	0.0	0.0	0.0	0.0	0.0	2.25509651813e-05	0.0	1.74489617868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42019409957e-05	9.23847269569e-06	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	0.0	0.0	0.0	2.40044168127e-05	0.0	2.11412020888e-05	2.44893960915e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.09288210795e-05	0.0	0.0	1.5218152212e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.000105049898702	0.00026359932902	0.000199643493761	0.0	0.000128205128205	0.000316166654957	0.000171493493966	0.000223025112628	2.73182991627e-05	3.7198506108e-05	0.000169281119512	0.000132585801955	4.05317769131e-05	0.000127630091529	8.87331129794e-05	0.00106489972194	5.97964528744e-05	1.78329410086e-05	0.00116778038314	4.04015918227e-05	0.000115036976171	0.000123373018321	9.14143630247e-05	0.000183112919634	0.00011994562465	0.000306311825438	7.62718328121e-05	0.00016422383709	3.48056106644e-05	0.000218240015519	0.000102090298869	0.000139095876801	7.01840576913e-05	0.000149772844519	8.00416216433e-05	0.000127266942412	5.81248910158e-05	0.000198877447297	0.000315713512538	0.000222821915773	0.000104693770721	3.20210057798e-05	7.34430082256e-05	0.00016241676141	7.79529553914e-05	8.88060032858e-05	0.0	0.0	0.000221582096167	0.0002121948373	3.71615972054e-05	0.000121009704978	9.23847269569e-05	0.000479463001438	0.000230647765378	0.0	6.26775864951e-05	4.0867202027e-05	4.370247356e-05	0.000146345542733	4.76477875544e-05	0.000115805076895	0.000120022084063	0.000265989280632	6.34236062663e-05	0.000122446980457	0.000106107228934	0.00021625420682	0.000292086541069	0.000146115756149	4.57184656883e-05	0.000249909123955	0.000146501747557	0.0	8.91345039665e-06	6.08726088478e-05	0.000259963605095	0.000218890226551	0.000239511396751	0.00037080271922	0.000185277824097	0.0	7.13979722976e-05	0.000217060994139	0.000759837177748	0.0	0.0	0.000136962178873	0.000672353658024	0.000110859828832	3.50994191046e-05	8.37182045236e-05	0.000115366866636	2.03433965335e-05	0.000251061304606	0.0	0.0	0.000253947732939	0.0	0.000136694721631	0.0	0.0	0.0	0.0	0.0	2.9534244957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BHI80-139;c__	0.0	0.0	0.0	0.0	0.0	1.75648141643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19592905749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77421357983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40044168127e-05	0.0	0.0	0.0	0.0	1.35158879263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9534244957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11	1.5007128386e-05	0.0	0.0	1.1183930928e-05	1.1655011655e-05	8.78240708213e-05	0.0	8.92100450511e-05	0.0	0.0	4.23202798781e-05	3.78816577013e-05	4.05317769131e-05	0.0	0.0	0.0	0.0	1.78329410086e-05	2.78042948367e-05	0.0	0.0	0.0	0.0	0.0	2.66545832556e-05	0.00025225679742	1.9067958203e-05	0.0	0.0	0.0	0.0	0.0	3.50920288456e-05	1.66414271688e-05	0.0	2.12111570686e-05	0.0	2.20974941442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44030016429e-05	0.0	0.0	0.0	2.121948373e-05	0.0	0.0	4.61923634785e-05	0.0	1.77421357983e-05	0.0	0.0	2.04336010135e-05	1.45674911867e-05	0.000104532530523	0.0	1.15805076895e-05	0.0	0.0	0.000126847212533	4.8978792183e-05	0.000106107228934	0.0	4.17266487242e-05	1.62350840166e-05	4.57184656883e-05	2.27190112686e-05	0.0	0.000368045031392	8.91345039665e-06	1.5218152212e-05	1.99972003919e-05	5.47225566378e-05	0.0	0.0	5.55833472292e-05	0.000490852298081	0.0	0.0	0.0	0.0	0.0	1.95660255532e-05	0.0	0.0	1.75497095523e-05	1.39530340873e-05	0.0	0.0	4.56475099283e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46050225255e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23847269569e-06	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	0.0	0.0	0.0	2.40044168127e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57184656883e-05	0.0	0.0	0.0	8.91345039665e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03433965335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.00229609064306	0.000143781452193	0.00258110516934	6.71035855683e-05	0.00122377622378	0.00447902761189	6.43100602371e-05	0.000936705473036	0.000519047684091	0.000587736396506	0.000959259677237	0.00107962724449	0.00206712062257	0.000328191663932	0.00479158810089	0.000813465065373	0.00100458040829	0.00135530351666	0.000398528225993	0.000646425469163	0.000460147904684	0.00102810848601	0.00100555799327	0.00101729399797	0.00102620145534	0.00147750409917	0.000495766913279	0.00190910210617	0.000487278549302	0.000848711171464	0.00171001250606	0.00100347739692	0.00733423402874	0.00171406699839	0.00110057229759	0.00464524339803	0.00118187278399	0.00183409201397	0.0114333393469	0.00113886756951	0.00476356656779	0.000304199554908	0.000403936545241	0.00265280710303	0.00241654161713	0.000577239021358	0.00357909806729	0.00063385415016	0.000923258734028	0.00414840906921	0.00146788308962	0.00208136692563	0.0219321341796	0.00175803100527	0.000638716888739	0.0	0.000898378739763	0.000939945646621	0.0236284707048	0.00376317109885	0.00176296813951	0.00423846581434	0.000744136921193	0.000758069449801	0.00158559015666	0.000734681882745	0.00601779569811	0.00302755889548	0.00419352819678	0.000227291176232	0.016138618388	0.000908760450745	0.00219752621335	0.00277116258931	0.000597201176575	0.000350017500875	0.142160097586	0.00136806391595	0.0014370683805	0.000357069285175	0.00150075037519	0.00171798304328	0.000910324146794	0.00247449533319	0.000624151967436	0.000216857018939	1.69666943789e-05	0.000586980766597	0.000273143673572	0.019843909361	0.000649339253435	0.000767416874799	0.00057683433318	0.000630645292538	0.0020997854567	0.00120877875571	0.000452455930792	0.00117739403454	0.0121951219512	0.00107402995567	0.00404858299595	0.00465580312604	0.0140350877193	0.0117647058824	1.64190132173e-05	0.166455004578	0.010582010582	0.0	0.0	0.0	0.0151515151515	0.0102564102564	0.0	0.0203045685279	0.00403225806452	0.0	0.0	0.00173010380623	0.0	0.0227272727273	0.0263157894737	0.0135135135135	0.0	0.0125	0.00414937759336	0.0	0.0	0.0225806451613	0.020618556701	0.015243902439	0.0149253731343	3.06274023369e-05	0.0	0.0	0.0175438596491	0.0	0.01	0.00552486187845	0.0105263157895	0.0122699386503	0.00324675324675	0.0114503816794	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0682073985143	0.0669781931464	0.0642281639929	0.0142706958642	0.0856293706294	0.0382034708073	0.0655748247551	0.0433114768723	0.0301047656773	0.0677459193239	0.119004627017	0.0748730964467	0.0397008754864	0.0546439120446	0.0338294993234	0.1145950423	0.0789432770848	0.0588665382695	0.0931351196048	0.064036523039	0.0430238290879	0.0722349022269	0.140851250548	0.0747100712106	0.074046432284	0.0789383592497	0.121195942338	0.0409533193743	0.0243813302704	0.0242731395039	0.0304739542125	0.0802483854943	0.0306704332111	0.0471784460235	0.0258134229799	0.0232898504613	0.0334411872978	0.0435099659699	0.0343000180408	0.0323339357778	0.0929157215146	0.13202260683	0.0183240305523	0.0356234096692	0.0260362871007	0.0222237023223	0.025053686471	0.0180014578645	0.0694844523229	0.103646568279	0.0454486333823	0.0599240059053	0.00897979546021	0.163576793991	0.0299664673633	0.0275862068966	0.0209969914758	0.0800179815689	0.00569588905399	0.035938283994	0.00446300943426	0.035239484899	0.0273410307497	0.0501655783272	0.00615208980783	0.064235685948	0.00720013339194	0.0309378674632	0.0320252028958	0.0773764104229	0.131623462717	0.0388722282806	0.0575333291476	0.00850833513748	0.011213120599	0.126995480209	0.0207970884076	0.0908029623144	0.0725320346493	0.00795165831216	0.049561817946	0.0057786702365	0.0751999143224	0.0289559366182	0.0516960651289	0.00128668497904	0.0114016186226	0.113091627698	0.0430096230617	0.0411511684626	0.00819571436093	0.0113996288493	0.108041070605	0.205061437058	0.0612133108139	0.00151097344464	0.00403590690267	0.0552682611506	0.100609756098	0.0375910484485	0.0647773279352	0.0686730961091	0.0245614035088	0.0470588235294	0.0186519990149	0.00962816385599	0.0820105820106	0.0699300699301	0.0253164556962	0.014440433213	0.0227272727273	0.0820512820513	0.0357142857143	0.0304568527919	0.0604838709677	0.0806451612903	0.0479041916168	0.0276816608997	0.0521739130435	0.0568181818182	0.0131578947368	0.0540540540541	0.0797101449275	0.03125	0.0663900414938	0.0308641975309	0.0255319148936	0.0870967741935	0.0412371134021	0.0335365853659	0.044776119403	0.000245019218695	0.0902255639098	0.0671140939597	0.0350877192982	0.025974025974	0.0333333333333	0.0386740331492	0.0666666666667	0.0368098159509	0.0194805194805	0.0496183206107	0.0246913580247	0.0422535211268
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.00832895625422	0.00615863886892	0.00469162210339	0.00140917529693	0.00617715617716	0.00279280545212	0.00287251602392	0.00263169632901	0.00314160440371	0.00439686342196	0.00342794267013	0.00770891734222	0.00614056420233	0.00333661524997	0.00452538876195	0.001582559309	0.00920865374266	0.00460089878023	0.00169606198504	0.00521180534513	0.00320460147905	0.0050994180906	0.00857466725172	0.00585961342828	0.00603726310739	0.00706319032775	0.00886660056441	0.00137537463563	6.96112213289e-05	0.000533475593492	0.000714632092085	0.00565325384998	0.00163177934132	0.00118154132898	0.000540280946092	0.00076360165447	0.000833123437894	0.00598842091307	0.00538968067833	0.00108935158823	0.00526958645961	0.0090299236299	0.000110164512338	0.000622597585404	0.00126673552511	0.000754851027929	0.0	0.000190156245048	0.00614890316862	0.00471072538805	0.00169085267285	0.00479198431714	0.00199551010227	0.00367588301103	0.00725653354151	0.0	0.000731238509109	0.00782606918817	0.00237450106343	0.00683642749624	0.00368476223754	0.00413424124514	0.00314457860246	0.000771368913833	0.00196613179425	0.00479992163393	0.0104288247866	0.00604160190304	0.0077611566627	0.0051952268853	0.00214876788735	0.00361232279171	0.006843724493	0.00863823338385	0.00428736964079	0.00549375294852	0.000559921610974	0.00583707270804	0.00530916929464	0.00120854219598	0.0253460063365	0.00986166889781	0.00473011566472	0.00759713479488	0.0025237449118	0.0100332514096	0.0012894687728	0.00579154356376	0.00119762995336	0.00294887144694	0.00303609975255	0.00242782793118	0.00536455929857	0.00659126047685	0.00392568585384	0.00978355305406	0.000651536540341	0.00191615107581	0.0030487804878	0.00413989728368	0.0121457489879	0.00266045892917	0.0	0.0	0.000738855594779	0.00079742461384	0.00793650793651	0.013986013986	0.0	0.0	0.0	0.0	0.0119047619048	0.0	0.00403225806452	0.0	0.0	0.00115340253749	0.0	0.0	0.0	0.0	0.00724637681159	0.0	0.0	0.00617283950617	0.0	0.00322580645161	0.0103092783505	0.0030487804878	0.0	3.06274023369e-05	0.0	0.0	0.0	0.0	0.00333333333333	0.0	0.00350877192982	0.00613496932515	0.00324675324675	0.00381679389313	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0281383657237	0.0208003834172	0.0152156862745	0.0040262151341	0.0263986013986	0.0051113609218	0.0188214109627	0.00735982871671	0.00957506385652	0.0125135774547	0.0145581762781	0.0278051367528	0.019840304799	0.0149874193195	0.0099381086537	0.0126013133763	0.0315007713742	0.0174049504244	0.0114182970796	0.0168474637901	0.0180608052588	0.021672526885	0.0607357027936	0.0408545269583	0.0297731694965	0.0262347069317	0.0472313324689	0.00394137209016	0.000487278549302	0.00349184024831	0.00153135448304	0.0190163934426	0.00266699419227	0.00359454826846	0.0022211550006	0.00369074132994	0.00176312169415	0.0130596190392	0.00642702507667	0.00349087668045	0.0213051823417	0.0471829520165	0.000477379553467	0.00154295923339	0.00331300060414	0.00284179210515	0.000715819613457	0.00031692707508	0.025204963439	0.0149066873203	0.00399487169959	0.0198697935574	0.00395406631376	0.0228544030686	0.0128275641822	0.0	0.00284138392111	0.0315086127628	0.00754596043469	0.00882254557618	0.00276357167816	0.00899805447471	0.0056650423678	0.0028194863747	0.00382655757806	0.0233139050791	0.0044261872641	0.0148134131672	0.0101604389643	0.0167221365371	0.015407122937	0.00683842239186	0.0263703145602	0.0426066248106	0.00949282467243	0.0392171782502	0.00219969204311	0.026339790595	0.0116562213085	0.00254068529836	0.0214736998129	0.0438866577421	0.0152077680994	0.0146950293032	0.0172048846676	0.00281914124621	0.00393627309591	0.0399538241797	0.00949699541959	0.0137244468095	0.00712518207824	0.00348825852182	0.0367058914013	0.0314712344373	0.00810243301228	0.00202092698221	0.00179172548594	0.00500969618617	0.0365853658537	0.00431564764006	0.0121457489879	0.0156301962088	0.00701754385965	0.0117647058824	0.00451522863476	0.00242180808648	0.026455026455	0.020979020979	0.0	0.0	0.00757575757576	0.025641025641	0.0119047619048	0.0253807106599	0.0161290322581	0.00806451612903	0.0	0.00749711649366	0.00869565217391	0.0	0.0	0.0	0.00724637681159	0.0	0.0124481327801	0.0	0.0	0.041935483871	0.0	0.0182926829268	0.0	4.59411035053e-05	0.0225563909774	0.0134228187919	0.0	0.00649350649351	0.00333333333333	0.0165745856354	0.0175438596491	0.0184049079755	0.00974025974026	0.0152671755725	0.0	0.0140845070423
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	1.5007128386e-05	0.0	0.0	0.0	2.331002331e-05	0.0	0.0	0.0	0.0	7.4397012216e-06	1.41067599594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05621697201e-05	0.0	2.03458799593e-05	0.0	0.0	0.0	2.05279796362e-05	0.0	0.0	0.0	9.93541977149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7069460235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000110861672348	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99185661251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95660255532e-05	0.0	0.0	0.0	0.0	0.0	2.03433965335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0.000195092669018	7.18907260963e-05	0.000213903743316	1.1183930928e-05	0.000128205128205	0.00094849996487	0.000192930180711	0.000579865292832	0.000232205542883	0.00023063073787	0.000860512357522	5.6822486552e-05	2.02658884565e-05	0.000200561572403	0.000221832782449	0.000473288765308	9.56743245991e-05	8.91647050432e-05	0.000389260127714	0.000121204775468	8.21692686935e-05	0.000164497357761	0.0	0.000101729399797	0.000106618333022	7.20733706914e-05	5.72038746091e-05	0.000472143531634	0.000400264522641	0.000290986687359	0.000612541793216	0.000367610531545	0.000386012317302	0.000632374232414	0.000460239324449	0.000445434298441	0.000755623583206	0.000353559906307	0.000315713512538	0.000445643831547	0.000226836503228	4.80315086697e-05	0.000367215041128	0.000785014346814	0.000350788299261	0.000133209004929	0.00214745884037	0.000507083320128	0.000147721397444	0.000307682514084	0.000483100763671	0.000242019409957	4.61923634785e-05	0.00143838900432	0.000408069123361	0.0	0.000271602874812	0.000429105621284	2.91349823733e-05	0.000480849640408	0.0	0.000173707615342	0.000792145754819	0.00122355069091	0.0	7.34681882745e-05	4.5474526686e-05	0.000202738318894	0.000458993135966	0.000308466596315	0.000365747725506	0.00065885132679	6.27864632385e-05	0.0	0.000142615206346	3.04363044239e-05	0.000339952406663	0.000291853635402	0.000538900642689	0.0	0.000389083430604	0.0	0.000178494930744	0.000130236596484	0.00010854816825	0.0	3.39333887579e-05	0.000117396153319	0.000168088414506	0.000133031794599	0.00022814622418	9.76712386108e-05	0.000230733733272	0.000122060379201	0.000958597708495	1.8887168058e-05	0.000289571795707	0.0015006002401	0.0	0.000585834521276	0.0	0.000332557366146	0.0	0.0	0.0	0.000147671224785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00414937759336	0.0	0.0	0.0	0.0	0.0	0.0149253731343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.00522248067832	0.00896237718668	0.0078431372549	0.00193482005055	0.00751748251748	0.00725426824984	0.00598083560205	0.0108390204737	0.00491729384928	0.00456053684884	0.00393578602866	0.0056064853398	0.00451929312581	0.00386536848631	0.00616695135207	0.00872626161037	0.00624274968009	0.00460089878023	0.00930517067203	0.00363614326404	0.00634346754314	0.0084716139247	0.00413192920872	0.00435401831129	0.00527760748461	0.00882898790969	0.00221188315155	0.00552202652215	0.000835334655947	0.00290986687359	0.00209285112682	0.00744162940884	0.00370220904322	0.00532525669401	0.00232120702765	0.00209990454979	0.00339061864259	0.00512661864145	0.00577304708642	0.00354039266173	0.00713662537079	0.00230551241614	0.000844594594595	0.0021655568188	0.00436536550192	0.00277518760268	0.00286327845383	0.00256710930815	0.00812467685944	0.00599450415371	0.00501681562274	0.00926934340134	0.00219875650158	0.00847051302541	0.0146727463052	0.00689655172414	0.00248621093097	0.00723349475878	0.00228709611631	0.0106205051012	0.00233474159017	0.00580183435242	0.00772942221369	0.00280618691067	0.00610980740365	0.00629377479551	0.00163708296069	0.00905564491059	0.011871231562	0.00896176637714	0.00534906048553	0.00922391857506	0.00571356815471	0.002316518727	0.00330689009716	0.00668076882105	0.00499930009799	0.00638429827442	0.00736497545008	0.00175787955778	0.0057250847646	0.00194109772423	0.00806797086963	0.0100933362275	0.0109362279512	0.000101199942171	0.00125553538404	0.0072785615058	0.00747993444552	0.0035031705911	0.00266755585195	0.00311152660146	0.0102099676973	0.00242086418748	0.010202218469	0.000113323008348	0.000941108336048	0.00715670883738	0.015243902439	0.0063074850124	0.0080971659919	0.00532091785833	0.00350877192982	0.0117647058824	0.00136277809704	0.0035736436398	0.00529100529101	0.00699300699301	0.0	0.00361010830325	0.00757575757576	0.00512820512821	0.0	0.010152284264	0.0120967741935	0.0	0.0119760479042	0.00634371395617	0.00869565217391	0.0	0.0	0.0	0.00724637681159	0.0	0.00414937759336	0.00617283950617	0.0	0.00322580645161	0.0	0.0	0.0	6.12548046737e-05	0.0	0.010067114094	0.0	0.0	0.00333333333333	0.0	0.00350877192982	0.0122699386503	0.012987012987	0.0114503816794	0.0	0.0
